Date & Time,12 Hours before,11 Hours before,10 Hours before,9 Hours before,8 Hours before,7 Hours before,6 Hours before,5 Hours before,4 Hours before,3 Hours before,2 Hours before,1 Hours before
2025-01-06 09:00,-0.018666666666668164 7.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1,-0.018666666666668164 6.359999999999999 -0.1
2025-01-06 10:00,0.24799999999999933 1.7399999999999949 0.0,0.49799999999999933 0.7399999999999949 -0.5,0.29800000000000004 4.739999999999995 0.0,0.29800000000000004 4.739999999999995 0.0,0.29800000000000004 4.739999999999995 0.0,0.29800000000000004 4.739999999999995 0.0,0.29800000000000004 4.739999999999995 0.0,0.29800000000000004 4.739999999999995 0.0,0.29800000000000004 4.739999999999995 0.0,0.29800000000000004 4.739999999999995 0.0,0.29800000000000004 4.739999999999995 0.0,0.29800000000000004 4.739999999999995 0.0
2025-01-06 11:00,0.511333333333333 1.1666666666666572 0.0,0.8113333333333337 0.1666666666666572 0.0,1.0613333333333337 -1.8333333333333428 -0.3,1.0613333333333337 -1.8333333333333428 -0.3,1.0613333333333337 -1.8333333333333428 -0.3,1.0613333333333337 -1.8333333333333428 -0.3,1.0613333333333337 -1.8333333333333428 -0.3,1.0613333333333337 -1.8333333333333428 -0.3,1.0613333333333337 -1.8333333333333428 -0.3,1.0613333333333337 -1.8333333333333428 -0.3,1.0613333333333337 -1.8333333333333428 -0.3,1.0613333333333337 -1.8333333333333428 -0.3
2025-01-06 12:00,0.08355555555555583 6.200000000000017 -0.3,0.38355555555555654 6.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1,0.6835555555555572 4.200000000000017 -0.1
2025-01-06 14:00,0.261333333333333 5.11666666666666 -0.1,0.41133333333333333 4.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0,1.011333333333333 2.11666666666666 0.0
2025-01-06 15:00,0.40133333333333177 4.186666666666667 0.0,0.6513333333333318 1.1866666666666674 0.0,1.2513333333333314 -0.8133333333333326 0.0,1.2513333333333314 -0.8133333333333326 0.0,1.2513333333333314 -0.8133333333333326 0.0,1.2513333333333314 -0.8133333333333326 0.0,1.2513333333333314 -0.8133333333333326 0.0,1.2513333333333314 -0.8133333333333326 0.0,1.2513333333333314 -0.8133333333333326 0.0,1.2513333333333314 -0.8133333333333326 0.0,1.2513333333333314 -0.8133333333333326 0.0,1.2513333333333314 -0.8133333333333326 0.0
2025-01-06 16:00,0.3179999999999996 5.643333333333359 -0.2,0.5679999999999996 1.6433333333333593 -0.4,0.8179999999999996 4.643333333333359 0.0,0.8179999999999996 4.643333333333359 0.0,0.8179999999999996 4.643333333333359 0.0,0.8179999999999996 4.643333333333359 0.0,0.8179999999999996 4.643333333333359 0.0,0.8179999999999996 4.643333333333359 0.0,0.8179999999999996 4.643333333333359 0.0,0.8179999999999996 4.643333333333359 0.0,0.8179999999999996 4.643333333333359 0.0,0.8179999999999996 4.643333333333359 0.0
2025-01-06 17:00,1.998000000000001 13.030000000000015 0.17939999999999998,2.1980003000000004 13.030000000000015 0.2794,-0.3019999999999996 -0.9699999999999847 0.17939999999999998,-0.3019999999999996 -0.9699999999999847 0.17939999999999998,-0.3019999999999996 -0.9699999999999847 0.17939999999999998,-0.3019999999999996 -0.9699999999999847 0.17939999999999998,-0.3019999999999996 -0.9699999999999847 0.17939999999999998,-0.3019999999999996 -0.9699999999999847 0.17939999999999998,-0.3019999999999996 -0.9699999999999847 0.17939999999999998,-0.3019999999999996 -0.9699999999999847 0.17939999999999998,-0.3019999999999996 -0.9699999999999847 0.17939999999999998,-0.3019999999999996 -0.9699999999999847 0.17939999999999998
2025-01-06 18:00,1.1346666666666696 2.860000000000028 0.0,1.1846666666666694 6.860000000000028 0.0,-1.96533333333333 -6.139999999999972 -0.5,-1.96533333333333 -6.139999999999972 -0.5,-1.96533333333333 -6.139999999999972 -0.5,-1.96533333333333 -6.139999999999972 -0.5,-1.96533333333333 -6.139999999999972 -0.5,-1.96533333333333 -6.139999999999972 -0.5,-1.96533333333333 -6.139999999999972 -0.5,-1.96533333333333 -6.139999999999972 -0.5,-1.96533333333333 -6.139999999999972 -0.5,-1.96533333333333 -6.139999999999972 -0.5
2025-01-06 19:00,1.2180000000000035 -2.2533333333333445 0.0,0.9680000000000035 3.7466666666666555 0.0,-2.2819999999999956 -10.253333333333345 -0.6,-0.3819999999999961 -6.2533333333333445 -0.8,-0.3819999999999961 -6.2533333333333445 -0.8,-0.3819999999999961 -6.2533333333333445 -0.8,-0.3819999999999961 -6.2533333333333445 -0.8,-0.3819999999999961 -6.2533333333333445 -0.8,-0.3819999999999961 -6.2533333333333445 -0.8,-0.3819999999999961 -6.2533333333333445 -0.8,-0.3819999999999961 -6.2533333333333445 -0.8,-0.3819999999999961 -6.2533333333333445 -0.8
2025-01-06 20:00,1.5013333333333323 -4.406666666666666 0.0,1.851333333333332 -3.4066666666666663 0.0,0.40133333333333265 -6.406666666666666 -0.4,0.8013333333333321 -7.406666666666666 -0.1,0.8013333333333321 -7.406666666666666 -0.1,0.8013333333333321 -7.406666666666666 -0.1,0.8013333333333321 -7.406666666666666 -0.1,0.8013333333333321 -7.406666666666666 -0.1,0.8013333333333321 -7.406666666666666 -0.1,0.8013333333333321 -7.406666666666666 -0.1,0.8013333333333321 -7.406666666666666 -0.1,0.8013333333333321 -7.406666666666666 -0.1
2025-01-06 21:00,1.2546666666666644 1.6566666666666663 0.0,1.104666666666664 3.6566666666666663 0.0,0.9046666666666638 3.6566666666666663 0.0,0.5046666666666644 0.6566666666666663 -0.1,0.5046666666666644 0.6566666666666663 -0.1,0.5046666666666644 0.6566666666666663 -0.1,0.5046666666666644 0.6566666666666663 -0.1,0.5046666666666644 0.6566666666666663 -0.1,0.5046666666666644 0.6566666666666663 -0.1,0.5046666666666644 0.6566666666666663 -0.1,0.5046666666666644 0.6566666666666663 -0.1,0.5046666666666644 0.6566666666666663 -0.1
2025-01-06 22:00,1.1913333333333336 -2.9200000000000017 0.0,0.7913333333333341 1.0799999999999983 0.0,0.6913333333333336 1.0799999999999983 0.0,0.9913333333333334 -1.9200000000000017 0.0,0.9913333333333334 -1.9200000000000017 0.0,0.9913333333333334 -1.9200000000000017 0.0,0.9913333333333334 -1.9200000000000017 0.0,0.9913333333333334 -1.9200000000000017 0.0,0.9913333333333334 -1.9200000000000017 0.0,0.9913333333333334 -1.9200000000000017 0.0,0.9913333333333334 -1.9200000000000017 0.0,0.9913333333333334 -1.9200000000000017 0.0
2025-01-06 23:00,0.9179999999999993 -1.8166666666666629 0.0,0.968 0.18333333333333712 0.0,0.36799999999999944 -0.8166666666666629 0.0,0.8179999999999996 -2.816666666666663 0.0,0.8179999999999996 -2.816666666666663 0.0,0.8179999999999996 -2.816666666666663 0.0,0.8179999999999996 -2.816666666666663 0.0,0.8179999999999996 -2.816666666666663 0.0,0.8179999999999996 -2.816666666666663 0.0,0.8179999999999996 -2.816666666666663 0.0,0.8179999999999996 -2.816666666666663 0.0,0.8179999999999996 -2.816666666666663 0.0
2025-01-07 00:00,0.5980000000000016 -1.3699999999999761 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0,0.9479999000000019 -3.369999999999976 0.0
2025-01-07 01:00,0.5880002999999991 -4.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0,0.637999999999999 -7.13666666666667 0.0
2025-01-07 02:00,0.7979999000000015 -3.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0,0.6980000000000013 -2.2900000000000063 0.0
2025-01-07 03:00,1.064666666666668 -2.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0,1.1146666666666682 -4.373333333333349 0.0
2025-01-07 04:00,0.7413335333333335 -2.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0,1.2413335333333335 -6.326666666666654 0.0
2025-01-07 05:00,1.4780000000000002 -4.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0,1.278 -6.626666666666679 0.0
2025-01-07 06:00,1.2513333333333319 -8.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0,1.351333333333332 -5.109999999999985 0.0
2025-01-07 07:00,1.1413333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0,1.3913333333333338 -7.38333333333334 0.0
2025-01-07 08:00,1.221333533333334 -8.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0,1.021333333333334 -3.309999999999988 0.0
2025-01-07 09:00,1.3479999999999994 -8.00333333333333 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0,1.1479999999999992 -1.0033333333333303 0.0
2025-01-07 10:00,1.1946666666666657 -4.189999999999998 0.0,1.0946666666666656 0.8100000000000023 0.0,1.3946666666666658 -3.1899999999999977 0.0,1.3946666666666658 -3.1899999999999977 0.0,1.3946666666666658 -3.1899999999999977 0.0,1.3946666666666658 -3.1899999999999977 0.0,1.3946666666666658 -3.1899999999999977 0.0,1.3946666666666658 -3.1899999999999977 0.0,1.3946666666666658 -3.1899999999999977 0.0,1.3946666666666658 -3.1899999999999977 0.0,1.3946666666666658 -3.1899999999999977 0.0,1.3946666666666658 -3.1899999999999977 0.0
2025-01-07 11:00,0.9013333333333335 -2.933333333333323 0.0,0.9513336333333333 3.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0,0.9013333333333335 2.066666666666677 0.0
2025-01-07 12:00,1.0613333333333328 -4.720000000000013 0.0,0.6113333333333326 7.279999999999987 0.0,2.111333333333333 -8.720000000000013 -0.2,2.111333333333333 -8.720000000000013 -0.2,2.111333333333333 -8.720000000000013 -0.2,2.111333333333333 -8.720000000000013 -0.2,2.111333333333333 -8.720000000000013 -0.2,2.111333333333333 -8.720000000000013 -0.2,2.111333333333333 -8.720000000000013 -0.2,2.111333333333333 -8.720000000000013 -0.2,2.111333333333333 -8.720000000000013 -0.2,2.111333333333333 -8.720000000000013 -0.2
2025-01-07 13:00,1.8046666666666682 -7.11999999999999 0.0,0.4046666666666683 6.88000000000001 0.0,1.0046665666666685 -1.1199999999999903 0.0,1.0046665666666685 -1.1199999999999903 0.0,1.0046665666666685 -1.1199999999999903 0.0,1.0046665666666685 -1.1199999999999903 0.0,1.0046665666666685 -1.1199999999999903 0.0,1.0046665666666685 -1.1199999999999903 0.0,1.0046665666666685 -1.1199999999999903 0.0,1.0046665666666685 -1.1199999999999903 0.0,1.0046665666666685 -1.1199999999999903 0.0,1.0046665666666685 -1.1199999999999903 0.0
2025-01-07 14:00,1.7579999999999987 -6.0 0.0,0.9079999999999986 8.0 0.0,1.7079999999999989 -8.0 0.0,1.7079999999999989 -8.0 0.0,1.7079999999999989 -8.0 0.0,1.7079999999999989 -8.0 0.0,1.7079999999999989 -8.0 0.0,1.7079999999999989 -8.0 0.0,1.7079999999999989 -8.0 0.0,1.7079999999999989 -8.0 0.0,1.7079999999999989 -8.0 0.0,1.7079999999999989 -8.0 0.0
2025-01-07 15:00,0.8946668666666673 3.556666666666686 0.0,1.4946666666666675 -5.443333333333314 -0.70000005,-0.10533313333333272 15.556666666666686 0.0,-0.10533313333333272 15.556666666666686 0.0,-0.10533313333333272 15.556666666666686 0.0,-0.10533313333333272 15.556666666666686 0.0,-0.10533313333333272 15.556666666666686 0.0,-0.10533313333333272 15.556666666666686 0.0,-0.10533313333333272 15.556666666666686 0.0,-0.10533313333333272 15.556666666666686 0.0,-0.10533313333333272 15.556666666666686 0.0,-0.10533313333333272 15.556666666666686 0.0
2025-01-07 16:00,0.5780000000000003 5.13666666666667 0.0,1.5780000000000003 -6.86333333333333 -0.4,-0.22199979999999986 10.13666666666667 0.0,-0.22199979999999986 10.13666666666667 0.0,-0.22199979999999986 10.13666666666667 0.0,-0.22199979999999986 10.13666666666667 0.0,-0.22199979999999986 10.13666666666667 0.0,-0.22199979999999986 10.13666666666667 0.0,-0.22199979999999986 10.13666666666667 0.0,-0.22199979999999986 10.13666666666667 0.0,-0.22199979999999986 10.13666666666667 0.0,-0.22199979999999986 10.13666666666667 0.0
2025-01-07 17:00,0.5280000000000009 7.473333333333329 0.0,1.0780000000000007 -0.5266666666666708 -0.1,0.9280000000000008 -5.526666666666671 -0.1,0.9280000000000008 -5.526666666666671 -0.1,0.9280000000000008 -5.526666666666671 -0.1,0.9280000000000008 -5.526666666666671 -0.1,0.9280000000000008 -5.526666666666671 -0.1,0.9280000000000008 -5.526666666666671 -0.1,0.9280000000000008 -5.526666666666671 -0.1,0.9280000000000008 -5.526666666666671 -0.1,0.9280000000000008 -5.526666666666671 -0.1,0.9280000000000008 -5.526666666666671 -0.1
2025-01-07 18:00,0.9346666666666679 0.5699999999999932 0.2794,1.6346666666666678 -8.430000000000007 -0.020600000000000007,-0.015333333333332089 0.5699999999999932 0.17939999999999998,-0.015333333333332089 0.5699999999999932 0.17939999999999998,-0.015333333333332089 0.5699999999999932 0.17939999999999998,-0.015333333333332089 0.5699999999999932 0.17939999999999998,-0.015333333333332089 0.5699999999999932 0.17939999999999998,-0.015333333333332089 0.5699999999999932 0.17939999999999998,-0.015333333333332089 0.5699999999999932 0.17939999999999998,-0.015333333333332089 0.5699999999999932 0.17939999999999998,-0.015333333333332089 0.5699999999999932 0.17939999999999998,-0.015333333333332089 0.5699999999999932 0.17939999999999998
2025-01-07 19:00,0.21799990000000014 -1.6033333333333388 0.0,0.3179999 -3.603333333333339 0.0,-0.732 0.39666666666666117 0.0,-0.8320000000000001 4.396666666666661 0.0,-0.8320000000000001 4.396666666666661 0.0,-0.8320000000000001 4.396666666666661 0.0,-0.8320000000000001 4.396666666666661 0.0,-0.8320000000000001 4.396666666666661 0.0,-0.8320000000000001 4.396666666666661 0.0,-0.8320000000000001 4.396666666666661 0.0,-0.8320000000000001 4.396666666666661 0.0,-0.8320000000000001 4.396666666666661 0.0
2025-01-07 20:00,-0.35199999999999987 -1.5700000000000074 0.0,-0.40200009999999997 -4.570000000000007 0.0,-0.6519998 -1.5700000000000074 0.0,-1.052 3.4299999999999926 0.0,-1.052 3.4299999999999926 0.0,-1.052 3.4299999999999926 0.0,-1.052 3.4299999999999926 0.0,-1.052 3.4299999999999926 0.0,-1.052 3.4299999999999926 0.0,-1.052 3.4299999999999926 0.0,-1.052 3.4299999999999926 0.0,-1.052 3.4299999999999926 0.0
2025-01-07 21:00,-0.46199999999999974 -0.5600000000000023 0.0,-0.5119999999999996 -2.5600000000000023 0.0,0.038000000000000256 -0.5600000000000023 0.0,-0.3119999999999996 0.4399999999999977 0.0,-0.3119999999999996 0.4399999999999977 0.0,-0.3119999999999996 0.4399999999999977 0.0,-0.3119999999999996 0.4399999999999977 0.0,-0.3119999999999996 0.4399999999999977 0.0,-0.3119999999999996 0.4399999999999977 0.0,-0.3119999999999996 0.4399999999999977 0.0,-0.3119999999999996 0.4399999999999977 0.0,-0.3119999999999996 0.4399999999999977 0.0
2025-01-07 22:00,-0.26199999999999957 -0.4133333333333553 0.0,-0.46199999999999974 -1.4133333333333553 0.0,0.13800000000000034 1.5866666666666447 0.0,-0.11199999999999966 0.5866666666666447 0.0,-0.11199999999999966 0.5866666666666447 0.0,-0.11199999999999966 0.5866666666666447 0.0,-0.11199999999999966 0.5866666666666447 0.0,-0.11199999999999966 0.5866666666666447 0.0,-0.11199999999999966 0.5866666666666447 0.0,-0.11199999999999966 0.5866666666666447 0.0,-0.11199999999999966 0.5866666666666447 0.0,-0.11199999999999966 0.5866666666666447 0.0
2025-01-07 23:00,0.1879998999999999 -1.589999999999975 0.0,0.038000000000000034 -2.589999999999975 0.0,0.3879999999999999 1.410000000000025 0.0,0.3379999 -0.589999999999975 0.0,0.3379999 -0.589999999999975 0.0,0.3379999 -0.589999999999975 0.0,0.3379999 -0.589999999999975 0.0,0.3379999 -0.589999999999975 0.0,0.3379999 -0.589999999999975 0.0,0.3379999 -0.589999999999975 0.0,0.3379999 -0.589999999999975 0.0,0.3379999 -0.589999999999975 0.0
2025-01-08 00:00,0.621333233333333 -0.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0,0.821333333333333 -2.7966666666666384 0.0
2025-01-08 01:00,0.20799999999999974 4.543333333333322 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0,0.5079998999999997 2.5433333333333223 0.0
2025-01-08 02:00,0.5146666666666668 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0,0.8646665666666669 2.5400000000000063 0.0
2025-01-08 03:00,0.7213333333333329 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0,1.071333333333333 0.8533333333333246 0.0
2025-01-08 04:00,0.811333233333333 0.9666666666666828 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0,1.511333363333333 -2.0333333333333172 0.0
2025-01-08 05:00,0.5480000000000003 -1.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0,0.9980000000000002 -0.6300000000000239 0.0
2025-01-08 06:00,0.6746666666666661 -2.2733333333333263 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0,0.8246666666666661 0.7266666666666737 0.0
2025-01-08 07:00,0.9413333333333332 -3.59666666666665 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794,1.4413333333333334 -0.5966666666666498 0.2794
2025-01-08 08:00,0.48800005999999996 -0.48333333333332007 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0,1.387999996 -3.48333333333332 0.0
2025-01-08 09:00,0.7113333933333331 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0,1.2613333333333332 -3.2433333333333394 0.0
2025-01-08 10:00,0.701333233333334 -3.3933333333332882 0.0,1.351333233333334 -5.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0,1.151333333333334 -4.393333333333288 0.0
2025-01-08 11:00,0.644666666666668 -2.8566666666666976 0.0,0.794666666666668 -1.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0,1.0946666666666682 -3.8566666666666976 0.0
