Datetime,12 Hours before,11 Hours before,10 Hours before,9 Hours before,8 Hours before,7 Hours before,6 Hours before,5 Hours before,4 Hours before,3 Hours before,2 Hours before,1 Hours before
2025-01-10 19:00,0.872 96.0 0.4,0.872 95.0 0.4,0.772 96.0 0.0,0.922 98.0 0.0,0.922 98.0 0.0,0.922 98.0 0.0,0.922 98.0 0.0,0.922 98.0 0.0,0.922 98.0 0.0,0.922 98.0 0.0,0.922 98.0 0.0,0.922 98.0 0.0
2025-01-10 20:00,0.422 97.0 0.0,0.522 97.0 0.0,0.472 95.0 0.0,0.57199997 98.0 0.0,0.57199997 98.0 0.0,0.57199997 98.0 0.0,0.57199997 98.0 0.0,0.57199997 98.0 0.0,0.57199997 98.0 0.0,0.57199997 98.0 0.0,0.57199997 98.0 0.0,0.57199997 98.0 0.0
2025-01-10 21:00,-0.078 96.0 0.0,0.472 96.0 0.0,0.422 96.0 0.0,0.022 99.0 0.0,0.022 99.0 0.0,0.022 99.0 0.0,0.022 99.0 0.0,0.022 99.0 0.0,0.022 99.0 0.0,0.022 99.0 0.0,0.022 99.0 0.0,0.022 99.0 0.0
2025-01-10 22:00,-0.47800002 95.0 0.0,0.322 96.0 0.0,0.27199998 96.0 0.0,-0.22800002 99.0 0.0,-0.22800002 99.0 0.0,-0.22800002 99.0 0.0,-0.22800002 99.0 0.0,-0.22800002 99.0 0.0,-0.22800002 99.0 0.0,-0.22800002 99.0 0.0,-0.22800002 99.0 0.0,-0.22800002 99.0 0.0
2025-01-10 23:00,-0.728 92.0 0.0,-1.028 92.0 0.0,0.022 94.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0
2025-01-11 00:00,-0.878 92.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0,-1.178 87.0 0.0
2025-01-11 01:00,-1.078 95.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0,-1.4779999 88.0 0.0
2025-01-11 02:00,-1.278 95.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0,-1.328 89.0 0.0
2025-01-11 03:00,-1.1279999 93.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0,-1.328 90.0 0.0
2025-01-11 04:00,-1.078 89.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0,-1.4779999 91.0 0.0
2025-01-11 05:00,-1.178 90.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0,-1.428 94.0 0.0
2025-01-11 06:00,-1.2279999 95.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0,-1.428 97.0 0.0
2025-01-11 07:00,-1.1279999 98.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0,-1.328 93.0 0.0
2025-01-11 08:00,-1.4779999 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0,-1.328 100.0 0.0
2025-01-11 09:00,-0.528 97.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0,-0.778 99.0 0.0
2025-01-11 10:00,0.722 92.0 0.0,0.322 94.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0,-0.278 97.0 0.0
2025-01-11 11:00,1.0220001 95.0 0.0,0.82199997 95.0 0.0,0.322 95.0 0.0,0.322 95.0 0.0,0.322 95.0 0.0,0.322 95.0 0.0,0.322 95.0 0.0,0.322 95.0 0.0,0.322 95.0 0.0,0.322 95.0 0.0,0.322 95.0 0.0,0.322 95.0 0.0
2025-01-11 12:00,0.82199997 96.0 0.0,1.1220001 94.0 0.0,1.722 91.0 0.0,1.722 91.0 0.0,1.722 91.0 0.0,1.722 91.0 0.0,1.722 91.0 0.0,1.722 91.0 0.0,1.722 91.0 0.0,1.722 91.0 0.0,1.722 91.0 0.0,1.722 91.0 0.0
2025-01-11 13:00,1.2720001 93.0 0.0,1.3720001 94.0 0.0,1.8720001 89.0 0.0,1.8720001 89.0 0.0,1.8720001 89.0 0.0,1.8720001 89.0 0.0,1.8720001 89.0 0.0,1.8720001 89.0 0.0,1.8720001 89.0 0.0,1.8720001 89.0 0.0,1.8720001 89.0 0.0,1.8720001 89.0 0.0
2025-01-11 14:00,1.422 93.0 0.0,2.322 91.0 0.0,1.672 93.0 0.0,1.672 93.0 0.0,1.672 93.0 0.0,1.672 93.0 0.0,1.672 93.0 0.0,1.672 93.0 0.0,1.672 93.0 0.0,1.672 93.0 0.0,1.672 93.0 0.0,1.672 93.0 0.0
2025-01-11 15:00,0.872 95.0 0.0,1.6220001 94.0 0.0,1.322 94.0 0.1,1.322 94.0 0.1,1.322 94.0 0.1,1.322 94.0 0.1,1.322 94.0 0.1,1.322 94.0 0.1,1.322 94.0 0.1,1.322 94.0 0.1,1.322 94.0 0.1,1.322 94.0 0.1
2025-01-11 16:00,0.622 96.0 0.0,0.622 97.0 0.0,0.82199997 97.0 0.0,0.82199997 97.0 0.0,0.82199997 97.0 0.0,0.82199997 97.0 0.0,0.82199997 97.0 0.0,0.82199997 97.0 0.0,0.82199997 97.0 0.0,0.82199997 97.0 0.0,0.82199997 97.0 0.0,0.82199997 97.0 0.0
2025-01-11 17:00,0.472 94.0 0.0,-0.028 100.0 0.0,0.122 99.0 0.0,0.122 99.0 0.0,0.122 99.0 0.0,0.122 99.0 0.0,0.122 99.0 0.0,0.122 99.0 0.0,0.122 99.0 0.0,0.122 99.0 0.0,0.122 99.0 0.0,0.122 99.0 0.0
2025-01-11 18:00,0.322 92.0 0.0,-0.178 93.0 0.0,-0.078 100.0 0.0,-0.078 100.0 0.0,-0.078 100.0 0.0,-0.078 100.0 0.0,-0.078 100.0 0.0,-0.078 100.0 0.0,-0.078 100.0 0.0,-0.078 100.0 0.0,-0.078 100.0 0.0,-0.078 100.0 0.0
2025-01-11 19:00,-0.028 89.0 0.0,-0.47800002 87.0 0.0,-0.428 100.0 0.0,-0.078 93.0 0.0,-0.078 93.0 0.0,-0.078 93.0 0.0,-0.078 93.0 0.0,-0.078 93.0 0.0,-0.078 93.0 0.0,-0.078 93.0 0.0,-0.078 93.0 0.0,-0.078 93.0 0.0
2025-01-11 20:00,-0.278 88.0 0.0,-0.778 90.0 0.0,-0.728 99.0 0.0,-0.128 90.0 0.0,-0.128 90.0 0.0,-0.128 90.0 0.0,-0.128 90.0 0.0,-0.128 90.0 0.0,-0.128 90.0 0.0,-0.128 90.0 0.0,-0.128 90.0 0.0,-0.128 90.0 0.0
2025-01-11 21:00,-0.978 88.0 0.0,-0.878 91.0 0.0,-0.778 96.0 0.0,-0.67800003 92.0 0.0,-0.67800003 92.0 0.0,-0.67800003 92.0 0.0,-0.67800003 92.0 0.0,-0.67800003 92.0 0.0,-0.67800003 92.0 0.0,-0.67800003 92.0 0.0,-0.67800003 92.0 0.0,-0.67800003 92.0 0.0
2025-01-11 22:00,-1.028 88.0 0.0,-0.92800003 91.0 0.0,-0.878 95.0 0.0,-0.67800003 91.0 0.0,-0.67800003 91.0 0.0,-0.67800003 91.0 0.0,-0.67800003 91.0 0.0,-0.67800003 91.0 0.0,-0.67800003 91.0 0.0,-0.67800003 91.0 0.0,-0.67800003 91.0 0.0,-0.67800003 91.0 0.0
2025-01-11 23:00,-1.078 89.0 0.0,-0.128 90.0 0.0,-0.828 93.0 0.0,-0.778 91.0 0.0,-0.778 91.0 0.0,-0.778 91.0 0.0,-0.778 91.0 0.0,-0.778 91.0 0.0,-0.778 91.0 0.0,-0.778 91.0 0.0,-0.778 91.0 0.0,-0.778 91.0 0.0
2025-01-12 00:00,-1.1279999 90.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0,-0.178 91.0 0.0
2025-01-12 01:00,-1.2279999 91.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0
2025-01-12 02:00,-1.3779999 92.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0,-0.628 88.0 0.0
2025-01-12 03:00,-0.92800003 92.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0,-0.778 88.0 0.0
2025-01-12 04:00,-0.978 93.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0,-0.92800003 88.0 0.0
2025-01-12 05:00,-1.028 93.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0,-1.178 90.0 0.0
2025-01-12 06:00,-1.078 93.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0
2025-01-12 07:00,-1.1279999 94.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0,-1.2279999 89.0 0.0
2025-01-12 08:00,-1.2279999 94.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0,-1.678 95.0 0.0
2025-01-12 09:00,-0.578 92.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0,-1.078 93.0 0.0
2025-01-12 10:00,0.722 88.0 0.0,0.222 90.0 0.0,0.322 90.0 0.0,0.322 90.0 0.0,0.322 90.0 0.0,0.322 90.0 0.0,0.322 90.0 0.0,0.322 90.0 0.0,0.322 90.0 0.0,0.322 90.0 0.0,0.322 90.0 0.0,0.322 90.0 0.0
2025-01-12 11:00,2.0219998 85.0 0.0,1.322 87.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0
2025-01-12 12:00,2.722 83.0 0.0,2.172 84.0 0.0,1.7720001 87.0 0.0,1.7720001 87.0 0.0,1.7720001 87.0 0.0,1.7720001 87.0 0.0,1.7720001 87.0 0.0,1.7720001 87.0 0.0,1.7720001 87.0 0.0,1.7720001 87.0 0.0,1.7720001 87.0 0.0,1.7720001 87.0 0.0
2025-01-12 13:00,2.972 83.0 0.0,2.422 86.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0,1.822 87.0 0.0
2025-01-12 14:00,2.472 88.0 0.0,2.472 87.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0,1.472 88.0 0.0
2025-01-12 15:00,1.222 90.0 0.0,1.422 91.0 0.0,0.97199994 90.0 0.0,0.97199994 90.0 0.0,0.97199994 90.0 0.0,0.97199994 90.0 0.0,0.97199994 90.0 0.0,0.97199994 90.0 0.0,0.97199994 90.0 0.0,0.97199994 90.0 0.0,0.97199994 90.0 0.0,0.97199994 90.0 0.0
2025-01-12 16:00,0.27199998 93.0 0.0,0.422 94.0 0.0,0.672 91.0 0.0,0.672 91.0 0.0,0.672 91.0 0.0,0.672 91.0 0.0,0.672 91.0 0.0,0.672 91.0 0.0,0.672 91.0 0.0,0.672 91.0 0.0,0.672 91.0 0.0,0.672 91.0 0.0
2025-01-12 17:00,-0.328 96.0 0.0,-0.22800002 97.0 0.0,0.222 92.0 0.0,0.222 92.0 0.0,0.222 92.0 0.0,0.222 92.0 0.0,0.222 92.0 0.0,0.222 92.0 0.0,0.222 92.0 0.0,0.222 92.0 0.0,0.222 92.0 0.0,0.222 92.0 0.0
2025-01-12 18:00,-1.278 96.0 0.0,-0.778 99.0 0.0,-0.878 97.0 0.0,-0.878 97.0 0.0,-0.878 97.0 0.0,-0.878 97.0 0.0,-0.878 97.0 0.0,-0.878 97.0 0.0,-0.878 97.0 0.0,-0.878 97.0 0.0,-0.878 97.0 0.0,-0.878 97.0 0.0
2025-01-12 19:00,-1.7279999 97.0 0.0,-1.1279999 100.0 0.0,-1.278 99.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0,-0.22800002 92.0 0.0
2025-01-12 20:00,-2.128 100.0 0.0,-0.828 96.0 0.0,-1.4779999 98.0 0.0,-0.37800002 91.0 0.0,-0.37800002 91.0 0.0,-0.37800002 91.0 0.0,-0.37800002 91.0 0.0,-0.37800002 91.0 0.0,-0.37800002 91.0 0.0,-0.37800002 91.0 0.0,-0.37800002 91.0 0.0,-0.37800002 91.0 0.0
2025-01-12 21:00,-3.678 100.0 0.0,-1.1279999 98.0 0.0,-2.028 100.0 0.0,-1.078 92.0 0.0,-1.078 92.0 0.0,-1.078 92.0 0.0,-1.078 92.0 0.0,-1.078 92.0 0.0,-1.078 92.0 0.0,-1.078 92.0 0.0,-1.078 92.0 0.0,-1.078 92.0 0.0
2025-01-12 22:00,-4.428 100.0 0.0,-1.428 100.0 0.0,-2.278 100.0 0.0,-1.2279999 92.0 0.0,-1.2279999 92.0 0.0,-1.2279999 92.0 0.0,-1.2279999 92.0 0.0,-1.2279999 92.0 0.0,-1.2279999 92.0 0.0,-1.2279999 92.0 0.0,-1.2279999 92.0 0.0,-1.2279999 92.0 0.0
2025-01-12 23:00,-4.6280003 100.0 0.0,-2.178 100.0 0.0,-2.928 100.0 0.0,-2.028 95.0 0.0,-2.028 95.0 0.0,-2.028 95.0 0.0,-2.028 95.0 0.0,-2.028 95.0 0.0,-2.028 95.0 0.0,-2.028 95.0 0.0,-2.028 95.0 0.0,-2.028 95.0 0.0
2025-01-13 00:00,-4.228 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0,-1.828 100.0 0.0
2025-01-13 01:00,-5.028 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0
2025-01-13 02:00,-5.578 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0,-3.328 100.0 0.0
2025-01-13 03:00,-4.1280003 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0,-2.578 100.0 0.0
2025-01-13 04:00,-3.778 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0,-2.2280002 100.0 0.0
2025-01-13 05:00,-3.678 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0
2025-01-13 06:00,-4.1280003 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0,-3.028 100.0 0.0
2025-01-13 07:00,-4.028 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0,-3.128 100.0 0.0
2025-01-13 08:00,-3.778 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0,-3.7280002 100.0 0.0
2025-01-13 09:00,-3.4780002 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0,-3.628 100.0 0.0
2025-01-13 10:00,-2.828 98.0 0.0,-3.078 99.0 0.0,-1.528 98.0 0.0,-1.528 98.0 0.0,-1.528 98.0 0.0,-1.528 98.0 0.0,-1.528 98.0 0.0,-1.528 98.0 0.0,-1.528 98.0 0.0,-1.528 98.0 0.0,-1.528 98.0 0.0,-1.528 98.0 0.0
2025-01-13 11:00,-1.778 94.0 0.0,-2.878 97.0 0.0,-0.92800003 97.0 0.0,-0.92800003 97.0 0.0,-0.92800003 97.0 0.0,-0.92800003 97.0 0.0,-0.92800003 97.0 0.0,-0.92800003 97.0 0.0,-0.92800003 97.0 0.0,-0.92800003 97.0 0.0,-0.92800003 97.0 0.0,-0.92800003 97.0 0.0
2025-01-13 12:00,-1.278 92.0 0.0,-2.328 95.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0,-0.628 97.0 0.0
