Datetime,12 Hours before,11 Hours before,10 Hours before,9 Hours before,8 Hours before,7 Hours before,6 Hours before,5 Hours before,4 Hours before,3 Hours before,2 Hours before,1 Hours before
2025-01-03 18:00,0.522 87.0 0.0,0.522 93.0 0.0,0.27199998 95.0 0.0,0.27199998 95.0 0.0,0.27199998 95.0 0.0,0.27199998 95.0 0.0,0.27199998 95.0 0.0,0.27199998 95.0 0.0,0.27199998 95.0 0.0,0.27199998 95.0 0.0,0.27199998 95.0 0.0,0.27199998 95.0 0.0
2025-01-03 19:00,0.17199999 89.0 0.0,0.472 93.0 0.0,0.122 91.0 0.0,-0.22800002 84.0 0.0,-0.22800002 84.0 0.0,-0.22800002 84.0 0.0,-0.22800002 84.0 0.0,-0.22800002 84.0 0.0,-0.22800002 84.0 0.0,-0.22800002 84.0 0.0,-0.22800002 84.0 0.0,-0.22800002 84.0 0.0
2025-01-03 20:00,-0.178 90.0 0.0,-0.128 89.0 0.0,-0.178 92.0 0.0,-0.428 85.0 0.0,-0.428 85.0 0.0,-0.428 85.0 0.0,-0.428 85.0 0.0,-0.428 85.0 0.0,-0.428 85.0 0.0,-0.428 85.0 0.0,-0.428 85.0 0.0,-0.428 85.0 0.0
2025-01-03 21:00,-0.178 90.0 0.0,-0.22800002 90.0 0.0,-0.328 92.0 0.0,-0.528 86.0 0.0,-0.528 86.0 0.0,-0.528 86.0 0.0,-0.528 86.0 0.0,-0.528 86.0 0.0,-0.528 86.0 0.0,-0.528 86.0 0.0,-0.528 86.0 0.0,-0.528 86.0 0.0
2025-01-03 22:00,-0.128 90.0 0.0,-0.278 91.0 0.0,-0.47800002 92.0 0.0,-0.578 86.0 0.0,-0.578 86.0 0.0,-0.578 86.0 0.0,-0.578 86.0 0.0,-0.578 86.0 0.0,-0.578 86.0 0.0,-0.578 86.0 0.0,-0.578 86.0 0.0,-0.578 86.0 0.0
2025-01-03 23:00,-0.128 92.0 0.0,-0.37800002 90.0 0.0,-0.328 94.0 0.0,-0.578 87.0 0.0,-0.578 87.0 0.0,-0.578 87.0 0.0,-0.578 87.0 0.0,-0.578 87.0 0.0,-0.578 87.0 0.0,-0.578 87.0 0.0,-0.578 87.0 0.0,-0.578 87.0 0.0
2025-01-04 00:00,-0.328 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0,-0.47800002 91.0 0.0
2025-01-04 01:00,-0.428 92.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0,-0.628 93.0 0.0
2025-01-04 02:00,-0.528 93.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0
2025-01-04 03:00,-0.978 94.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0
2025-01-04 04:00,-1.028 94.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0,-0.578 96.0 0.0
2025-01-04 05:00,-1.028 95.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0,-0.628 96.0 0.0
2025-01-04 06:00,-0.828 94.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0,-0.728 97.0 0.0
2025-01-04 07:00,-0.978 96.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0,-0.728 99.0 0.0
2025-01-04 08:00,-0.92800003 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0,-0.47800002 98.0 0.0
2025-01-04 09:00,-0.628 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0,-0.328 97.0 0.0
2025-01-04 10:00,-0.22800002 95.0 0.0,0.022 96.0 0.0,0.122 94.0 0.0,0.122 94.0 0.0,0.122 94.0 0.0,0.122 94.0 0.0,0.122 94.0 0.0,0.122 94.0 0.0,0.122 94.0 0.0,0.122 94.0 0.0,0.122 94.0 0.0,0.122 94.0 0.0
2025-01-04 11:00,0.37199998 92.0 0.0,0.27199998 91.0 0.0,0.722 92.0 0.0,0.722 92.0 0.0,0.722 92.0 0.0,0.722 92.0 0.0,0.722 92.0 0.0,0.722 92.0 0.0,0.722 92.0 0.0,0.722 92.0 0.0,0.722 92.0 0.0,0.722 92.0 0.0
2025-01-04 12:00,0.922 91.0 0.0,0.872 89.0 0.0,1.172 89.0 0.0,1.172 89.0 0.0,1.172 89.0 0.0,1.172 89.0 0.0,1.172 89.0 0.0,1.172 89.0 0.0,1.172 89.0 0.0,1.172 89.0 0.0,1.172 89.0 0.0,1.172 89.0 0.0
2025-01-04 13:00,1.222 91.0 0.0,0.97199994 93.0 0.0,1.0220001 94.0 0.0,1.0220001 94.0 0.0,1.0220001 94.0 0.0,1.0220001 94.0 0.0,1.0220001 94.0 0.0,1.0220001 94.0 0.0,1.0220001 94.0 0.0,1.0220001 94.0 0.0,1.0220001 94.0 0.0,1.0220001 94.0 0.0
2025-01-04 14:00,1.222 91.0 0.0,1.3720001 91.0 0.0,1.172 93.0 0.0,1.172 93.0 0.0,1.172 93.0 0.0,1.172 93.0 0.0,1.172 93.0 0.0,1.172 93.0 0.0,1.172 93.0 0.0,1.172 93.0 0.0,1.172 93.0 0.0,1.172 93.0 0.0
2025-01-04 15:00,0.722 94.0 0.0,0.97199994 94.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0,0.922 93.0 0.0
2025-01-04 16:00,0.57199997 95.0 0.0,0.57199997 96.0 0.0,0.672 94.0 0.0,0.672 94.0 0.0,0.672 94.0 0.0,0.672 94.0 0.0,0.672 94.0 0.0,0.672 94.0 0.0,0.672 94.0 0.0,0.672 94.0 0.0,0.672 94.0 0.0,0.672 94.0 0.0
2025-01-04 17:00,0.522 95.0 0.0,0.622 95.0 0.0,0.622 94.0 0.0,0.622 94.0 0.0,0.622 94.0 0.0,0.622 94.0 0.0,0.622 94.0 0.0,0.622 94.0 0.0,0.622 94.0 0.0,0.622 94.0 0.0,0.622 94.0 0.0,0.622 94.0 0.0
2025-01-04 18:00,0.622 96.0 0.0,0.722 95.0 0.0,0.872 95.0 0.3,0.872 95.0 0.3,0.872 95.0 0.3,0.872 95.0 0.3,0.872 95.0 0.3,0.872 95.0 0.3,0.872 95.0 0.3,0.872 95.0 0.3,0.872 95.0 0.3,0.872 95.0 0.3
2025-01-04 19:00,0.772 96.0 0.0,0.722 96.0 0.0,0.97199994 95.0 0.0,0.422 95.0 0.0,0.422 95.0 0.0,0.422 95.0 0.0,0.422 95.0 0.0,0.422 95.0 0.0,0.422 95.0 0.0,0.422 95.0 0.0,0.422 95.0 0.0,0.422 95.0 0.0
2025-01-04 20:00,0.622 96.0 0.1,0.472 97.0 0.0,0.772 96.0 0.0,0.322 96.0 0.0,0.322 96.0 0.0,0.322 96.0 0.0,0.322 96.0 0.0,0.322 96.0 0.0,0.322 96.0 0.0,0.322 96.0 0.0,0.322 96.0 0.0,0.322 96.0 0.0
2025-01-04 21:00,0.622 96.0 0.0,0.422 97.0 0.0,0.322 95.0 0.0,-0.278 96.0 0.0,-0.278 96.0 0.0,-0.278 96.0 0.0,-0.278 96.0 0.0,-0.278 96.0 0.0,-0.278 96.0 0.0,-0.278 96.0 0.0,-0.278 96.0 0.0,-0.278 96.0 0.0
2025-01-04 22:00,0.37199998 96.0 0.0,0.37199998 97.0 0.0,0.17199999 96.0 0.0,-0.428 95.0 0.0,-0.428 95.0 0.0,-0.428 95.0 0.0,-0.428 95.0 0.0,-0.428 95.0 0.0,-0.428 95.0 0.0,-0.428 95.0 0.0,-0.428 95.0 0.0,-0.428 95.0 0.0
2025-01-04 23:00,0.322 96.0 0.0,0.17199999 97.0 0.0,-0.028 97.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0,-0.47800002 95.0 0.0
2025-01-05 00:00,-0.128 97.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0,0.022 96.0 0.0
2025-01-05 01:00,-0.578 98.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0,-0.178 96.0 0.0
2025-01-05 02:00,-0.67800003 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0,-0.178 97.0 0.0
2025-01-05 03:00,-0.778 96.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0,-0.22800002 94.0 0.0
2025-01-05 04:00,-0.67800003 94.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0,-0.278 92.0 0.0
2025-01-05 05:00,-0.67800003 92.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0
2025-01-05 06:00,-0.67800003 91.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0,-0.37800002 89.0 0.0
2025-01-05 07:00,-0.628 89.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0,-0.37800002 88.0 0.0
2025-01-05 08:00,-0.47800002 84.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0,-0.37800002 86.0 0.0
2025-01-05 09:00,-0.278 82.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0,-0.128 83.0 0.0
2025-01-05 10:00,-0.428 90.0 0.0,-0.428 90.0 0.0,-0.128 86.0 0.0,-0.128 86.0 0.0,-0.128 86.0 0.0,-0.128 86.0 0.0,-0.128 86.0 0.0,-0.128 86.0 0.0,-0.128 86.0 0.0,-0.128 86.0 0.0,-0.128 86.0 0.0,-0.128 86.0 0.0
2025-01-05 11:00,-0.428 93.0 0.0,-0.628 93.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0,-0.428 94.0 0.0
2025-01-05 12:00,-0.47800002 93.0 0.0,-0.528 94.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0
2025-01-05 13:00,-0.37800002 95.0 0.1,-0.528 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0,-0.37800002 95.0 0.0
2025-01-05 14:00,-0.128 92.0 1.1,-0.22800002 92.0 0.90000004,-0.178 94.0 0.6,-0.178 94.0 0.6,-0.178 94.0 0.6,-0.178 94.0 0.6,-0.178 94.0 0.6,-0.178 94.0 0.6,-0.178 94.0 0.6,-0.178 94.0 0.6,-0.178 94.0 0.6,-0.178 94.0 0.6
2025-01-05 15:00,-0.128 93.0 1.9,0.022 93.0 1.3000001,-0.028 93.0 1.8,-0.028 93.0 1.8,-0.028 93.0 1.8,-0.028 93.0 1.8,-0.028 93.0 1.8,-0.028 93.0 1.8,-0.028 93.0 1.8,-0.028 93.0 1.8,-0.028 93.0 1.8,-0.028 93.0 1.8
2025-01-05 16:00,-0.078 95.0 1.9,0.122 94.0 1.6,0.072000004 94.0 1.5,0.072000004 94.0 1.5,0.072000004 94.0 1.5,0.072000004 94.0 1.5,0.072000004 94.0 1.5,0.072000004 94.0 1.5,0.072000004 94.0 1.5,0.072000004 94.0 1.5,0.072000004 94.0 1.5,0.072000004 94.0 1.5
2025-01-05 17:00,0.122 96.0 1.9,0.422 96.0 2.2,0.222 96.0 1.5,0.222 96.0 1.5,0.222 96.0 1.5,0.222 96.0 1.5,0.222 96.0 1.5,0.222 96.0 1.5,0.222 96.0 1.5,0.222 96.0 1.5,0.222 96.0 1.5,0.222 96.0 1.5
2025-01-05 18:00,0.722 98.0 2.2,1.072 98.0 1.8,0.922 98.0 2.1999998,0.922 98.0 2.1999998,0.922 98.0 2.1999998,0.922 98.0 2.1999998,0.922 98.0 2.1999998,0.922 98.0 2.1999998,0.922 98.0 2.1999998,0.922 98.0 2.1999998,0.922 98.0 2.1999998,0.922 98.0 2.1999998
2025-01-05 19:00,2.2719998 99.0 1.6,2.872 99.0 2.2,2.622 99.0 2.3000002,0.922 98.0 1.0,0.922 98.0 1.0,0.922 98.0 1.0,0.922 98.0 1.0,0.922 98.0 1.0,0.922 98.0 1.0,0.922 98.0 1.0,0.922 98.0 1.0,0.922 98.0 1.0
2025-01-05 20:00,5.3719997 98.0 1.6999999,6.522 97.0 1.1,5.172 98.0 0.6,2.172 99.0 1.5999999,2.172 99.0 1.5999999,2.172 99.0 1.5999999,2.172 99.0 1.5999999,2.172 99.0 1.5999999,2.172 99.0 1.5999999,2.172 99.0 1.5999999,2.172 99.0 1.5999999,2.172 99.0 1.5999999
2025-01-05 21:00,8.122 95.0 0.1,7.772 96.0 0.0,5.6219997 98.0 0.0,5.772 97.0 0.2,5.772 97.0 0.2,5.772 97.0 0.2,5.772 97.0 0.2,5.772 97.0 0.2,5.772 97.0 0.2,5.772 97.0 0.2,5.772 97.0 0.2,5.772 97.0 0.2
2025-01-05 22:00,8.822 95.0 0.0,8.372 95.0 0.0,6.972 96.0 0.0,7.172 96.0 0.0,7.172 96.0 0.0,7.172 96.0 0.0,7.172 96.0 0.0,7.172 96.0 0.0,7.172 96.0 0.0,7.172 96.0 0.0,7.172 96.0 0.0,7.172 96.0 0.0
2025-01-05 23:00,9.272 93.0 0.0,8.372 95.0 0.0,7.772 96.0 0.0,7.6219997 96.0 0.0,7.6219997 96.0 0.0,7.6219997 96.0 0.0,7.6219997 96.0 0.0,7.6219997 96.0 0.0,7.6219997 96.0 0.0,7.6219997 96.0 0.0,7.6219997 96.0 0.0,7.6219997 96.0 0.0
2025-01-06 00:00,9.422 93.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0,8.522 94.0 0.0
2025-01-06 01:00,9.672 92.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0,8.722 94.0 0.0
2025-01-06 02:00,9.572 93.0 0.7,9.072 94.0 0.8,9.072 94.0 0.8,9.072 94.0 0.8,9.072 94.0 0.8,9.072 94.0 0.8,9.072 94.0 0.8,9.072 94.0 0.8,9.072 94.0 0.8,9.072 94.0 0.8,9.072 94.0 0.8,9.072 94.0 0.8
2025-01-06 03:00,9.872 92.0 0.1,9.372 92.0 0.2,9.372 92.0 0.2,9.372 92.0 0.2,9.372 92.0 0.2,9.372 92.0 0.2,9.372 92.0 0.2,9.372 92.0 0.2,9.372 92.0 0.2,9.372 92.0 0.2,9.372 92.0 0.2,9.372 92.0 0.2
2025-01-06 04:00,10.022 90.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0,9.572 91.0 0.0
2025-01-06 05:00,10.072 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0,10.022 89.0 0.0
2025-01-06 06:00,9.972 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0,10.022 88.0 0.0
2025-01-06 07:00,9.772 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0,10.072 87.0 0.0
2025-01-06 08:00,9.672 86.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0,9.872 87.0 0.0
2025-01-06 09:00,9.772 85.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1,9.772 86.0 0.1
2025-01-06 10:00,9.922 86.0 0.0,9.672 87.0 0.5,9.872 83.0 0.0,9.872 83.0 0.0,9.872 83.0 0.0,9.872 83.0 0.0,9.872 83.0 0.0,9.872 83.0 0.0,9.872 83.0 0.0,9.872 83.0 0.0,9.872 83.0 0.0,9.872 83.0 0.0
2025-01-06 11:00,10.372 82.0 0.0,10.072 83.0 0.0,9.822 85.0 0.3,9.822 85.0 0.3,9.822 85.0 0.3,9.822 85.0 0.3,9.822 85.0 0.3,9.822 85.0 0.3,9.822 85.0 0.3,9.822 85.0 0.3,9.822 85.0 0.3,9.822 85.0 0.3
2025-01-06 12:00,10.672 80.0 0.3,10.372 80.0 0.1,10.072 82.0 0.1,10.072 82.0 0.1,10.072 82.0 0.1,10.072 82.0 0.1,10.072 82.0 0.1,10.072 82.0 0.1,10.072 82.0 0.1,10.072 82.0 0.1,10.072 82.0 0.1,10.072 82.0 0.1
2025-01-06 14:00,11.472 74.0 0.1,11.322 75.0 0.0,10.722 77.0 0.0,10.722 77.0 0.0,10.722 77.0 0.0,10.722 77.0 0.0,10.722 77.0 0.0,10.722 77.0 0.0,10.722 77.0 0.0,10.722 77.0 0.0,10.722 77.0 0.0,10.722 77.0 0.0
2025-01-06 15:00,11.222 74.0 0.0,10.972 77.0 0.0,10.372 79.0 0.0,10.372 79.0 0.0,10.372 79.0 0.0,10.372 79.0 0.0,10.372 79.0 0.0,10.372 79.0 0.0,10.372 79.0 0.0,10.372 79.0 0.0,10.372 79.0 0.0,10.372 79.0 0.0
2025-01-06 16:00,10.872 77.0 0.2,10.622 81.0 0.4,10.372 78.0 0.0,10.372 78.0 0.0,10.372 78.0 0.0,10.372 78.0 0.0,10.372 78.0 0.0,10.372 78.0 0.0,10.372 78.0 0.0,10.372 78.0 0.0,10.372 78.0 0.0,10.372 78.0 0.0
2025-01-06 17:00,8.072 65.0 0.1,7.8719997 65.0 0.0,10.372 79.0 0.1,10.372 79.0 0.1,10.372 79.0 0.1,10.372 79.0 0.1,10.372 79.0 0.1,10.372 79.0 0.1,10.372 79.0 0.1,10.372 79.0 0.1,10.372 79.0 0.1,10.372 79.0 0.1
2025-01-06 18:00,7.022 72.0 0.0,6.972 68.0 0.0,10.122 81.0 0.5,10.122 81.0 0.5,10.122 81.0 0.5,10.122 81.0 0.5,10.122 81.0 0.5,10.122 81.0 0.5,10.122 81.0 0.5,10.122 81.0 0.5,10.122 81.0 0.5,10.122 81.0 0.5
2025-01-06 19:00,5.822 75.0 0.0,6.072 69.0 0.0,9.322 83.0 0.6,7.422 79.0 0.8,7.422 79.0 0.8,7.422 79.0 0.8,7.422 79.0 0.8,7.422 79.0 0.8,7.422 79.0 0.8,7.422 79.0 0.8,7.422 79.0 0.8,7.422 79.0 0.8
2025-01-06 20:00,5.072 76.0 0.0,4.722 75.0 0.0,6.172 78.0 0.4,5.772 79.0 0.1,5.772 79.0 0.1,5.772 79.0 0.1,5.772 79.0 0.1,5.772 79.0 0.1,5.772 79.0 0.1,5.772 79.0 0.1,5.772 79.0 0.1,5.772 79.0 0.1
2025-01-06 21:00,4.422 76.0 0.0,4.572 74.0 0.0,4.772 74.0 0.0,5.172 77.0 0.1,5.172 77.0 0.1,5.172 77.0 0.1,5.172 77.0 0.1,5.172 77.0 0.1,5.172 77.0 0.1,5.172 77.0 0.1,5.172 77.0 0.1,5.172 77.0 0.1
2025-01-06 22:00,4.272 77.0 0.0,4.672 73.0 0.0,4.772 73.0 0.0,4.472 76.0 0.0,4.472 76.0 0.0,4.472 76.0 0.0,4.472 76.0 0.0,4.472 76.0 0.0,4.472 76.0 0.0,4.472 76.0 0.0,4.472 76.0 0.0,4.472 76.0 0.0
2025-01-06 23:00,4.222 77.0 0.0,4.172 75.0 0.0,4.772 76.0 0.0,4.322 78.0 0.0,4.322 78.0 0.0,4.322 78.0 0.0,4.322 78.0 0.0,4.322 78.0 0.0,4.322 78.0 0.0,4.322 78.0 0.0,4.322 78.0 0.0,4.322 78.0 0.0
2025-01-07 00:00,4.322 76.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0,3.9720001 78.0 0.0
2025-01-07 01:00,4.1219997 79.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0,4.072 82.0 0.0
2025-01-07 02:00,3.9720001 80.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0,4.072 79.0 0.0
2025-01-07 03:00,3.922 80.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0,3.872 82.0 0.0
2025-01-07 04:00,3.7719998 81.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0,3.2719998 85.0 0.0
2025-01-07 05:00,3.472 81.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0,3.672 83.0 0.0
2025-01-07 06:00,3.472 85.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0,3.372 82.0 0.0
